baskervilles01	76	5	M.R.C.S.	M.R.C.S.	NNP	 M.R.C.S.	***	OS	_
baskervilles01	76	6	,	,	,	 ,	***	OS	_
baskervilles01	76	7	1882	1882	CD	 1882	***	OS	_
baskervilles01	76	8	,	,	,	 ,	***	OS	_
baskervilles01	76	9	Grimpen	Grimpen	NNP	 Grimpen	***	OS	_
baskervilles01	76	10	,	,	,	 ,	***	OS	_
baskervilles01	76	11	Dartmoor	Dartmoor	NNP	 Dartmoor	***	OS	_
baskervilles01	76	12	,	,	,	 ,	***	OS	_
baskervilles01	76	13	Devon	Devon	NNP	 Devon)	***	OS	_
baskervilles01	76	14	.	.	.	 .)	***	OS	_

baskervilles01	77	0	House-surgeon	House-surgeon	NN	(FRAG(NP House-surgeon)	***	OS	_
baskervilles01	77	1	,	,	,	 ,	***	OS	_
baskervilles01	77	2	from	from	IN	(PP from	***	OS	_
baskervilles01	77	3	1882	1882	CD	(NP(QP 1882	***	OS	_
baskervilles01	77	4	to	to	TO	 to	***	OS	_
baskervilles01	77	5	1884	1884	CD	 1884)))	***	OS	_
baskervilles01	77	6	,	,	,	 ,	***	OS	_
baskervilles01	77	7	at	at	IN	(PP at	***	OS	_
baskervilles01	77	8	Charing	Charing	NNP	(NP Charing	***	OS	_
baskervilles01	77	9	Cross	Cross	NNP	 Cross	***	OS	_
baskervilles01	77	10	Hospital	Hospital	NNP	 Hospital))	***	OS	_
baskervilles01	77	11	.	.	.	 .)	***	OS	_

baskervilles01	78	0	Winner	Winner	NN	(FRAG(NP(NP Winner)	***	OS	_
baskervilles01	78	1	of	of	IN	(PP of	***	OS	_
baskervilles01	78	2	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	78	3	Jackson	Jackson	NNP	 Jackson	***	OS	_
baskervilles01	78	4	prize	prize	NN	 prize)	***	OS	_
baskervilles01	78	5	for	for	IN	(PP for	***	OS	_
baskervilles01	78	6	Comparative	Comparative	JJ	(NP Comparative	***	OS	_
baskervilles01	78	7	Pathology	Pathology	NNP	 Pathology)))))	***	OS	_
baskervilles01	78	8	,	,	,	 ,	***	OS	_
baskervilles01	78	9	with	with	IN	(SBAR with	***	OS	_
baskervilles01	78	10	essay	essay	NN	(S(NP essay)	***	OS	_
baskervilles01	78	11	entitled	entitle	VBN	(VP entitled	***	OS	_
baskervilles01	78	12	`	`	``	(S `	***	OS	_
baskervilles01	78	13	Is	Be	NNP	(NP Is	***	OS	_
baskervilles01	78	14	Disease	Disease	NNP	 Disease	***	OS	_
baskervilles01	78	15	a	a	NNP	 a	***	OS	_
baskervilles01	78	16	Reversion	Reversion	NNP	 Reversion)))))	***	OS	_
baskervilles01	78	17	?	?	.	 ?	***	OS	_
baskervilles01	78	18	'	'	''	 ')	***	OS	_

baskervilles01	79	0	Corresponding	Correspond	JJ	(NP(NP Corresponding	***	OS	_
baskervilles01	79	1	member	member	NN	 member)	***	OS	_
baskervilles01	79	2	of	of	IN	(PP of	***	OS	_
baskervilles01	79	3	the	the	DT	(NP the	***	OS	_
baskervilles01	79	4	Swedish	Swedish	NNP	 Swedish	***	OS	_
baskervilles01	79	5	Pathological	Pathological	NNP	 Pathological	***	OS	_
baskervilles01	79	6	Society	Society	NNP	 Society))	***	OS	_
baskervilles01	79	7	.	.	.	 .)	***	OS	_

baskervilles01	80	0	Author	Author	NN	(NP(NP Author)	***	OS	_
baskervilles01	80	1	of	of	IN	(PP of	***	OS	_
baskervilles01	80	2	`	`	``	(NP `	***	OS	_
baskervilles01	80	3	Some	Some	DT	(NP Some	***	OS	_
baskervilles01	80	4	Freaks	Freaks	NNS	 Freaks)	***	OS	_
baskervilles01	80	5	of	of	IN	(PP of	***	OS	_
baskervilles01	80	6	Atavism	Atavism	NNP	(NP Atavism))	***	OS	_
baskervilles01	80	7	'	'	''	 '	***	OS	_
baskervilles01	80	8	(	(	-LRB-	(PRN (	***	OS	_
baskervilles01	80	9	Lancet	Lancet	NNP	(NP Lancet	***	OS	_
baskervilles01	80	10	1882	1882	CD	 1882)	***	OS	_
baskervilles01	80	11	)	)	-RRB-	 ))))	***	OS	_
baskervilles01	80	12	.	.	.	 .)	***	OS	_

baskervilles01	81	0	`	`	``	(SQ `	***	OS	_
baskervilles01	81	1	Do	Do	VBP	 Do	***	OS	_
baskervilles01	81	2	We	We	PRP	(NP We)	***	OS	_
baskervilles01	81	3	Progress	Progress	NNP	(NP Progress	***	OS	_
baskervilles01	81	4	?	?	.	 ?	***	OS	_
baskervilles01	81	5	'	'	''	 '	***	OS	_
baskervilles01	81	6	(	(	-LRB-	(PRN (	***	OS	_
baskervilles01	81	7	Journal	Journal	NNP	(NP(NP Journal)	***	OS	_
baskervilles01	81	8	of	of	IN	(PP of	***	OS	_
baskervilles01	81	9	Psychology	Psychology	NN	(NP Psychology)))	***	OS	_
baskervilles01	81	10	,	,	,	 ,	***	OS	_
baskervilles01	81	11	March	March	NNP	(NP(NP March)	***	OS	_
baskervilles01	81	12	,	,	,	 ,	***	OS	_
baskervilles01	81	13	1883	1883	CD	(NP 1883))	***	OS	_
baskervilles01	81	14	)	)	-RRB-	 )))	***	OS	_
baskervilles01	81	15	.	.	.	 .)	***	OS	_

baskervilles01	82	0	Medical	Medical	NNP	(FRAG(NP Medical	***	OS	_
baskervilles01	82	1	Officer	Officer	NNP	 Officer)	***	OS	_
baskervilles01	82	2	for	for	IN	(PP for	***	OS	_
baskervilles01	82	3	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	82	4	parishes	parish	NNS	 parishes)	***	OS	_
baskervilles01	82	5	of	of	IN	(PP of	***	OS	_
baskervilles01	82	6	Grimpen	Grimpen	NNP	(NP Grimpen	***	OS	_
baskervilles01	82	7	,	,	,	 ,	***	OS	_
baskervilles01	82	8	Thorsley	Thorsley	NNP	 Thorsley	***	OS	_
baskervilles01	82	9	,	,	,	 ,	***	OS	_
baskervilles01	82	10	and	and	CC	 and	***	OS	_
baskervilles01	82	11	High	High	NNP	 High	***	OS	_
baskervilles01	82	12	Barrow	Barrow	NNP	 Barrow))))	***	OS	_
baskervilles01	82	13	.	.	.	 .	***	OS	_
baskervilles01	82	14	''	''	''	 '')	***	OS	_

baskervilles01	83_1	0	``	``	``	(SINV ``	_	OS	_
baskervilles01	83_1	1	No	No	DT	(NP(NP(NP No	No	OS	_
baskervilles01	83_1	2	mention	mention	NN	 mention)	_	IS	mention
baskervilles01	83_1	3	of	of	IN	(PP of	_	IS	_
baskervilles01	83_1	4	that	that	DT	(NP that	_	IS	_
baskervilles01	83_1	5	local	local	JJ	 local	_	IS	_
baskervilles01	83_1	6	hunt	hunt	NN	 hunt)))	_	IS	_
baskervilles01	83_1	7	,	,	,	 ,	_	OS	_
baskervilles01	83_1	8	Watson	Watson	NNP	(NP Watson))	_	OS	_
baskervilles01	83_1	9	,	,	,	 ,	_	OS	_
baskervilles01	83_1	10	''	''	''	 ''	_	OS	_
baskervilles01	83_1	11	said	say	VBD	(VP said)	_	OS	_
baskervilles01	83_1	12	Holmes	Holmes	NNP	(NP(NP Holmes)	_	OS	_
baskervilles01	83_1	13	with	with	IN	(PP with	_	OS	_
baskervilles01	83_1	14	a	a	DT	(NP(NP a	_	OS	_
baskervilles01	83_1	15	mischievous	mischievous	JJ	 mischievous	_	OS	_
baskervilles01	83_1	16	smile	smile	NN	 smile)	_	OS	_
baskervilles01	83_1	17	,	,	,	 ,	_	OS	_
baskervilles01	83_1	18	``	``	``	 ``	_	OS	_
baskervilles01	83_1	19	but	but	CC	 but	_	OS	_
baskervilles01	83_1	20	a	a	DT	(NP a	_	OS	_
baskervilles01	83_1	21	country	country	NN	 country	_	OS	_
baskervilles01	83_1	22	doctor	doctor	NN	 doctor))))	_	OS	_
baskervilles01	83_1	23	,	,	,	 ,	_	OS	_
baskervilles01	83_1	24	as	as	IN	(SBAR as	_	OS	_
baskervilles01	83_1	25	you	you	PRP	(S(NP you)	_	OS	_
baskervilles01	83_1	26	very	very	RB	(VP(ADVP very	_	OS	_
baskervilles01	83_1	27	astutely	astutely	RB	 astutely)	_	OS	_
baskervilles01	83_1	28	observed	observe	VBN	 observed)))	_	OS	_
baskervilles01	83_1	29	.	.	.	 .)	_	OS	_

baskervilles01	84	0	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	84	1	think	think	VBP	(VP think	***	OS	_
baskervilles01	84	2	that	that	IN	(SBAR that	***	OS	_
baskervilles01	84	3	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	84	4	am	be	VBP	(VP am	***	OS	_
baskervilles01	84	5	fairly	fairly	RB	(ADJP fairly	***	OS	_
baskervilles01	84	6	justified	justify	JJ	 justified	***	OS	_
baskervilles01	84	7	in	in	IN	(PP in	***	OS	_
baskervilles01	84	8	my	my	PRP$	(NP my	***	OS	_
baskervilles01	84	9	inferences	inference	NNS	 inferences)))))))	***	OS	_
baskervilles01	84	10	.	.	.	 .)	***	OS	_

baskervilles01	85_1	0	As	As	IN	(S(PP As	_	OS	_
baskervilles01	85_1	1	to	to	TO	(PP to	_	OS	_
baskervilles01	85_1	2	the	the	DT	(NP the	_	OS	_
baskervilles01	85_1	3	adjectives	adjective	NNS	 adjectives)))	_	OS	_
baskervilles01	85_1	4	,	,	,	 ,	_	OS	_
baskervilles01	85_1	5	I	I	PRP	(NP I)	_	OS	_
baskervilles01	85_1	6	said	say	VBD	(VP said	_	OS	_
baskervilles01	85_1	7	,	,	,	 ,	_	OS	_
baskervilles01	85_1	8	if	if	IN	(SBAR if	_	OS	_
baskervilles01	85_1	9	I	I	PRP	(S(NP I)	_	OS	_
baskervilles01	85_1	10	remember	remember	VBP	(VP remember	_	OS	_
baskervilles01	85_1	11	right	right	JJ	(ADJP right	_	OS	_
baskervilles01	85_1	12	,	,	,	 ,	_	OS	_
baskervilles01	85_1	13	amiable	amiable	JJ	 amiable	_	OS	_
baskervilles01	85_1	14	,	,	,	 ,	_	OS	_
baskervilles01	85_1	15	unambitious	unambitious	JJ	 unambitious	un	IS	ambitious
baskervilles01	85_1	16	,	,	,	 ,	_	OS	_
baskervilles01	85_1	17	and	and	CC	 and	_	OS	_
baskervilles01	85_1	18	absent-minded	absent-minded	JJ	 absent-minded)))))	_	OS	_
baskervilles01	85_1	19	.	.	.	 .)	_	OS	_

baskervilles01	86_1	0	It	It	PRP	(S(NP It)	_	OS	_
baskervilles01	86_1	1	is	be	VBZ	(VP is	_	OS	_
baskervilles01	86_1	2	my	my	PRP$	(NP my	_	OS	_
baskervilles01	86_1	3	experience	experience	NN	 experience)	_	OS	_
baskervilles01	86_1	4	that	that	IN	(SBAR that	_	OS	_
baskervilles01	86_1	5	it	it	PRP	(S(NP it)	_	OS	_
baskervilles01	86_1	6	is	be	VBZ	(VP is	_	OS	_
baskervilles01	86_1	7	only	only	RB	(NP(NP only	_	OS	_
baskervilles01	86_1	8	an	an	DT	 an	_	OS	_
baskervilles01	86_1	9	amiable	amiable	JJ	 amiable	_	OS	_
baskervilles01	86_1	10	man	man	NN	 man)	_	OS	_
baskervilles01	86_1	11	in	in	IN	(PP in	_	OS	_
baskervilles01	86_1	12	this	this	DT	(NP this	_	OS	_
baskervilles01	86_1	13	world	world	NN	 world))	_	OS	_
baskervilles01	86_1	14	who	who	WP	(SBAR(WHNP who)	_	OS	_
baskervilles01	86_1	15	receives	receive	VBZ	(S(VP receives	_	OS	_
baskervilles01	86_1	16	testimonials	testimonial	NNS	(NP testimonials)))))	_	OS	_
baskervilles01	86_1	17	,	,	,	 ,	_	OS	_
baskervilles01	86_1	18	only	only	RB	(NP(NP(NP only	_	OS	_
baskervilles01	86_1	19	an	an	DT	 an	_	IS	_
baskervilles01	86_1	20	unambitious	unambitious	JJ	 unambitious	un	IS	ambitious
baskervilles01	86_1	21	one	one	NN	 one)	_	IS	_
baskervilles01	86_1	22	who	who	WP	(SBAR(WHNP who)	_	IS	_
baskervilles01	86_1	23	abandons	abandon	VBZ	(S(VP abandons	_	IS	_
baskervilles01	86_1	24	a	a	DT	(NP(NP a	_	IS	_
baskervilles01	86_1	25	London	London	NNP	 London	_	IS	_
baskervilles01	86_1	26	career	career	NN	 career)	_	IS	_
baskervilles01	86_1	27	for	for	IN	(PP for	_	IS	_
baskervilles01	86_1	28	the	the	DT	(NP the	_	IS	_
baskervilles01	86_1	29	country	country	NN	 country)))))))	_	IS	_
baskervilles01	86_1	30	,	,	,	 ,	_	OS	_
baskervilles01	86_1	31	and	and	CC	 and	_	OS	_
baskervilles01	86_1	32	only	only	RB	(NP(NP only	_	OS	_
baskervilles01	86_1	33	an	an	DT	 an	_	OS	_
baskervilles01	86_1	34	absent-minded	absent-minded	JJ	 absent-minded	_	OS	_
baskervilles01	86_1	35	one	one	NN	 one)	_	OS	_
baskervilles01	86_1	36	who	who	WP	(SBAR(WHNP who)	_	OS	_
baskervilles01	86_1	37	leaves	leave	VBZ	(S(VP leaves	_	OS	_
baskervilles01	86_1	38	his	his	PRP$	(NP(NP his	_	OS	_
baskervilles01	86_1	39	stick	stick	NN	 stick)	_	OS	_
baskervilles01	86_1	40	and	and	CC	 and	_	OS	_
baskervilles01	86_1	41	not	not	RB	 not	_	OS	_
baskervilles01	86_1	42	his	his	PRP$	(NP his	_	OS	_
baskervilles01	86_1	43	visiting-card	visiting-card	NN	 visiting-card))	_	OS	_
baskervilles01	86_1	44	after	after	IN	(PP after	_	OS	_
baskervilles01	86_1	45	waiting	wait	VBG	(S(VP waiting	_	OS	_
baskervilles01	86_1	46	an	an	DT	(NP an	_	OS	_
baskervilles01	86_1	47	hour	hour	NN	 hour)	_	OS	_
baskervilles01	86_1	48	in	in	IN	(PP in	_	OS	_
baskervilles01	86_1	49	your	your	PRP$	(NP your	_	OS	_
baskervilles01	86_1	50	room	room	NN	 room))))))))))))))	_	OS	_
baskervilles01	86_1	51	.	.	.	 .	_	OS	_
baskervilles01	86_1	52	''	''	''	 '')	_	OS	_

baskervilles01	86_2	0	It	It	PRP	(S(NP It)	_	OS	_
baskervilles01	86_2	1	is	be	VBZ	(VP is	_	OS	_
baskervilles01	86_2	2	my	my	PRP$	(NP my	_	OS	_
baskervilles01	86_2	3	experience	experience	NN	 experience)	_	OS	_
baskervilles01	86_2	4	that	that	IN	(SBAR that	_	OS	_
baskervilles01	86_2	5	it	it	PRP	(S(NP it)	_	OS	_
baskervilles01	86_2	6	is	be	VBZ	(VP is	_	OS	_
baskervilles01	86_2	7	only	only	RB	(NP(NP only	_	OS	_
baskervilles01	86_2	8	an	an	DT	 an	_	OS	_
baskervilles01	86_2	9	amiable	amiable	JJ	 amiable	_	OS	_
baskervilles01	86_2	10	man	man	NN	 man)	_	OS	_
baskervilles01	86_2	11	in	in	IN	(PP in	_	OS	_
baskervilles01	86_2	12	this	this	DT	(NP this	_	OS	_
baskervilles01	86_2	13	world	world	NN	 world))	_	OS	_
baskervilles01	86_2	14	who	who	WP	(SBAR(WHNP who)	_	OS	_
baskervilles01	86_2	15	receives	receive	VBZ	(S(VP receives	_	OS	_
baskervilles01	86_2	16	testimonials	testimonial	NNS	(NP testimonials)))))	_	OS	_
baskervilles01	86_2	17	,	,	,	 ,	_	OS	_
baskervilles01	86_2	18	only	only	RB	(NP(NP(NP only	_	OS	_
baskervilles01	86_2	19	an	an	DT	 an	_	OS	_
baskervilles01	86_2	20	unambitious	unambitious	JJ	 unambitious	_	OS	_
baskervilles01	86_2	21	one	one	NN	 one)	_	OS	_
baskervilles01	86_2	22	who	who	WP	(SBAR(WHNP who)	_	OS	_
baskervilles01	86_2	23	abandons	abandon	VBZ	(S(VP abandons	_	OS	_
baskervilles01	86_2	24	a	a	DT	(NP(NP a	_	OS	_
baskervilles01	86_2	25	London	London	NNP	 London	_	OS	_
baskervilles01	86_2	26	career	career	NN	 career)	_	OS	_
baskervilles01	86_2	27	for	for	IN	(PP for	_	OS	_
baskervilles01	86_2	28	the	the	DT	(NP the	_	OS	_
baskervilles01	86_2	29	country	country	NN	 country)))))))	_	OS	_
baskervilles01	86_2	30	,	,	,	 ,	_	OS	_
baskervilles01	86_2	31	and	and	CC	 and	_	OS	_
baskervilles01	86_2	32	only	only	RB	(NP(NP only	_	OS	_
baskervilles01	86_2	33	an	an	DT	 an	_	OS	_
baskervilles01	86_2	34	absent-minded	absent-minded	JJ	 absent-minded	_	OS	_
baskervilles01	86_2	35	one	one	NN	 one)	_	OS	_
baskervilles01	86_2	36	who	who	WP	(SBAR(WHNP who)	_	IS	_
baskervilles01	86_2	37	leaves	leave	VBZ	(S(VP leaves	_	IS	leaves
baskervilles01	86_2	38	his	his	PRP$	(NP(NP his	_	OS	_
baskervilles01	86_2	39	stick	stick	NN	 stick)	_	OS	_
baskervilles01	86_2	40	and	and	CC	 and	_	OS	_
baskervilles01	86_2	41	not	not	RB	 not	not	OS	_
baskervilles01	86_2	42	his	his	PRP$	(NP his	_	IS	_
baskervilles01	86_2	43	visiting-card	visiting-card	NN	 visiting-card))	_	IS	_
baskervilles01	86_2	44	after	after	IN	(PP after	_	IS	_
baskervilles01	86_2	45	waiting	wait	VBG	(S(VP waiting	_	IS	_
baskervilles01	86_2	46	an	an	DT	(NP an	_	IS	_
baskervilles01	86_2	47	hour	hour	NN	 hour)	_	IS	_
baskervilles01	86_2	48	in	in	IN	(PP in	_	IS	_
baskervilles01	86_2	49	your	your	PRP$	(NP your	_	IS	_
baskervilles01	86_2	50	room	room	NN	 room))))))))))))))	_	IS	_
baskervilles01	86_2	51	.	.	.	 .	_	OS	_
baskervilles01	86_2	52	''	''	''	 '')	_	OS	_

baskervilles01	87	0	``	``	``	(FRAG ``	***	OS	_
baskervilles01	87	1	And	And	CC	 And	***	OS	_
baskervilles01	87	2	the	the	DT	(NP the	***	OS	_
baskervilles01	87	3	dog	dog	NN	 dog)	***	OS	_
baskervilles01	87	4	?	?	.	 ?	***	OS	_
baskervilles01	87	5	''	''	''	 '')	***	OS	_

baskervilles01	88	0	``	``	``	(S ``	***	OS	_
baskervilles01	88	1	Has	Ha	NNS	(VP Has	***	OS	_
baskervilles01	88	2	been	be	VBN	(VP been	***	OS	_
baskervilles01	88	3	in	in	IN	(PP in	***	OS	_
baskervilles01	88	4	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	88	5	habit	habit	NN	 habit)	***	OS	_
baskervilles01	88	6	of	of	IN	(PP of	***	OS	_
baskervilles01	88	7	carrying	carry	VBG	(S(VP carrying	***	OS	_
baskervilles01	88	8	this	this	DT	(NP this	***	OS	_
baskervilles01	88	9	stick	stick	NN	 stick)	***	OS	_
baskervilles01	88	10	behind	behind	IN	(PP behind	***	OS	_
baskervilles01	88	11	his	his	PRP$	(NP his	***	OS	_
baskervilles01	88	12	master	master	NN	 master)))))))))	***	OS	_
baskervilles01	88	13	.	.	.	 .)	***	OS	_

baskervilles01	89	0	Being	Be	VBG	(S(S(S(VP Being	***	OS	_
baskervilles01	89	1	a	a	DT	(NP a	***	OS	_
baskervilles01	89	2	heavy	heavy	JJ	 heavy	***	OS	_
baskervilles01	89	3	stick	stick	NN	 stick)))	***	OS	_
baskervilles01	89	4	the	the	DT	(NP the	***	OS	_
baskervilles01	89	5	dog	dog	NN	 dog)	***	OS	_
baskervilles01	89	6	has	have	VBZ	(VP has	***	OS	_
baskervilles01	89	7	held	hold	VBN	(VP held	***	OS	_
baskervilles01	89	8	it	it	PRP	(NP it)	***	OS	_
baskervilles01	89	9	tightly	tightly	RB	(ADVP tightly)	***	OS	_
baskervilles01	89	10	by	by	IN	(PP by	***	OS	_
baskervilles01	89	11	the	the	DT	(NP the	***	OS	_
baskervilles01	89	12	middle	middle	NN	 middle)))))	***	OS	_
baskervilles01	89	13	,	,	,	 ,	***	OS	_
baskervilles01	89	14	and	and	CC	 and	***	OS	_
baskervilles01	89	15	the	the	DT	(S(NP(NP the	***	OS	_
baskervilles01	89	16	marks	mark	NNS	 marks)	***	OS	_
baskervilles01	89	17	of	of	IN	(PP of	***	OS	_
baskervilles01	89	18	his	his	PRP$	(NP his	***	OS	_
baskervilles01	89	19	teeth	tooth	NNS	 teeth)))	***	OS	_
baskervilles01	89	20	are	be	VBP	(VP are	***	OS	_
baskervilles01	89	21	very	very	RB	(ADJP very	***	OS	_
baskervilles01	89	22	plainly	plainly	RB	 plainly	***	OS	_
baskervilles01	89	23	visible	visible	JJ	 visible)))	***	OS	_
baskervilles01	89	24	.	.	.	 .)	***	OS	_

baskervilles01	90_1	0	The	The	DT	(S(NP(NP The	_	IS	_
baskervilles01	90_1	1	dog	dog	NN	 dog	_	IS	_
baskervilles01	90_1	2	's	's	POS	 's)	_	IS	_
baskervilles01	90_1	3	jaw	jaw	NN	 jaw)	_	IS	_
baskervilles01	90_1	4	,	,	,	 ,	_	OS	_
baskervilles01	90_1	5	as	as	IN	(SBAR as	_	OS	_
baskervilles01	90_1	6	shown	show	VBN	(S(VP shown	_	OS	_
baskervilles01	90_1	7	in	in	IN	(PP in	_	OS	_
baskervilles01	90_1	8	the	the	DT	(NP(NP the	_	OS	_
baskervilles01	90_1	9	space	space	NN	 space)	_	OS	_
baskervilles01	90_1	10	between	between	IN	(PP between	_	OS	_
baskervilles01	90_1	11	these	these	DT	(NP these	_	OS	_
baskervilles01	90_1	12	marks	mark	NNS	 marks)))))))	_	OS	_
baskervilles01	90_1	13	,	,	,	 ,	_	OS	_
baskervilles01	90_1	14	is	be	VBZ	(VP(VP is	_	IS	_
baskervilles01	90_1	15	too	too	RB	(ADJP too	_	OS	_
baskervilles01	90_1	16	broad	broad	JJ	 broad	_	OS	_
baskervilles01	90_1	17	in	in	IN	(PP in	_	OS	_
baskervilles01	90_1	18	my	my	PRP$	(NP my	_	OS	_
baskervilles01	90_1	19	opinion	opinion	NN	 opinion)))	_	OS	_
baskervilles01	90_1	20	for	for	IN	(PP for	_	OS	_
baskervilles01	90_1	21	a	a	DT	(NP a	_	OS	_
baskervilles01	90_1	22	terrier	terrier	NN	 terrier)))	_	OS	_
baskervilles01	90_1	23	and	and	CC	 and	_	OS	_
baskervilles01	90_1	24	not	not	RB	 not	not	OS	_
baskervilles01	90_1	25	broad	broad	JJ	(ADJP broad	_	IS	broad
baskervilles01	90_1	26	enough	enough	RB	 enough	_	IS	_
baskervilles01	90_1	27	for	for	IN	(PP for	_	IS	_
baskervilles01	90_1	28	a	a	DT	(NP a	_	IS	_
baskervilles01	90_1	29	mastiff	mastiff	NN	 mastiff))))	_	IS	_
baskervilles01	90_1	30	.	.	.	 .)	_	OS	_

baskervilles01	91	0	It	It	PRP	(S(S(NP It)	***	OS	_
baskervilles01	91	1	may	may	MD	(VP may	***	OS	_
baskervilles01	91	2	have	have	VB	(VP have	***	OS	_
baskervilles01	91	3	been	be	VBN	(VP been))))	***	OS	_
baskervilles01	91	4	--	--	:	 --	***	OS	_
baskervilles01	91	5	yes	ye	UH	(S(INTJ yes)	***	OS	_
baskervilles01	91	6	,	,	,	 ,	***	OS	_
baskervilles01	91	7	by	by	IN	(PP by	***	OS	_
baskervilles01	91	8	Jove	Jove	NNP	(NP Jove))	***	OS	_
baskervilles01	91	9	,	,	,	 ,	***	OS	_
baskervilles01	91	10	it	it	PRP	(NP it)	***	OS	_
baskervilles01	91	11	is	be	VBZ	(VP is	***	OS	_
baskervilles01	91	12	a	a	DT	(NP a	***	OS	_
baskervilles01	91	13	curly-haired	curly-haired	JJ	 curly-haired	***	OS	_
baskervilles01	91	14	spaniel	spaniel	NN	 spaniel)))	***	OS	_
baskervilles01	91	15	.	.	.	 .	***	OS	_
baskervilles01	91	16	''	''	''	 '')	***	OS	_

baskervilles01	92	0	He	He	PRP	(S(NP He)	***	OS	_
baskervilles01	92	1	had	have	VBD	(VP had	***	OS	_
baskervilles01	92	2	risen	rise	VBN	(VP risen	***	OS	_
baskervilles01	92	3	and	and	CC	 and	***	OS	_
baskervilles01	92	4	paced	pace	VBN	 paced	***	OS	_
baskervilles01	92	5	the	the	DT	(NP the	***	OS	_
baskervilles01	92	6	room	room	NN	 room)	***	OS	_
baskervilles01	92	7	as	as	IN	(SBAR as	***	OS	_
baskervilles01	92	8	he	he	PRP	(S(NP he)	***	OS	_
baskervilles01	92	9	spoke	speak	VBD	(VP spoke)))))	***	OS	_
baskervilles01	92	10	.	.	.	 .)	***	OS	_

baskervilles01	93	0	Now	Now	RB	(S(ADVP Now)	***	OS	_
baskervilles01	93	1	he	he	PRP	(NP he)	***	OS	_
baskervilles01	93	2	halted	halt	VBD	(VP halted	***	OS	_
baskervilles01	93	3	in	in	IN	(PP in	***	OS	_
baskervilles01	93	4	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	93	5	recess	recess	NN	 recess)	***	OS	_
baskervilles01	93	6	of	of	IN	(PP of	***	OS	_
baskervilles01	93	7	the	the	DT	(NP the	***	OS	_
baskervilles01	93	8	window	window	NN	 window)))))	***	OS	_
baskervilles01	93	9	.	.	.	 .)	***	OS	_

baskervilles01	94	0	There	There	EX	(S(NP There)	***	OS	_
baskervilles01	94	1	was	be	VBD	(VP was	***	OS	_
baskervilles01	94	2	such	such	PDT	(NP(NP such	***	OS	_
baskervilles01	94	3	a	a	DT	 a	***	OS	_
baskervilles01	94	4	ring	ring	NN	 ring)	***	OS	_
baskervilles01	94	5	of	of	IN	(PP of	***	OS	_
baskervilles01	94	6	conviction	conviction	NN	(NP conviction)))	***	OS	_
baskervilles01	94	7	in	in	IN	(PP in	***	OS	_
baskervilles01	94	8	his	his	PRP$	(NP his	***	OS	_
baskervilles01	94	9	voice	voice	NN	 voice))	***	OS	_
baskervilles01	94	10	that	that	IN	(SBAR that	***	OS	_
baskervilles01	94	11	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	94	12	glanced	glance	VBD	(VP glanced	***	OS	_
baskervilles01	94	13	up	up	RP	(PRT up)	***	OS	_
baskervilles01	94	14	in	in	IN	(PP in	***	OS	_
baskervilles01	94	15	surprise	surprise	NN	(NP surprise))))))	***	OS	_
baskervilles01	94	16	.	.	.	 .)	***	OS	_

baskervilles01	95	0	``	``	``	(SBARQ(S ``	***	OS	_
baskervilles01	95	1	My	My	PRP$	(NP My	***	OS	_
baskervilles01	95	2	dear	dear	RB	 dear	***	OS	_
baskervilles01	95	3	fellow	fellow	JJ	 fellow))	***	OS	_
baskervilles01	95	4	,	,	,	 ,	***	OS	_
baskervilles01	95	5	how	how	WRB	(WHADVP how)	***	OS	_
baskervilles01	95	6	can	can	MD	(SQ can	***	OS	_
baskervilles01	95	7	you	you	PRP	(NP you)	***	OS	_
baskervilles01	95	8	possibly	possibly	RB	(ADVP possibly)	***	OS	_
baskervilles01	95	9	be	be	VB	(VP be	***	OS	_
baskervilles01	95	10	so	so	RB	(ADJP so	***	OS	_
baskervilles01	95	11	sure	sure	JJ	 sure	***	OS	_
baskervilles01	95	12	of	of	IN	(PP of	***	OS	_
baskervilles01	95	13	that	that	DT	(NP that)))))	***	OS	_
baskervilles01	95	14	?	?	.	 ?	***	OS	_
baskervilles01	95	15	''	''	''	 '')	***	OS	_

baskervilles01	96	0	``	``	``	(S ``	***	OS	_
baskervilles01	96	1	For	For	IN	(PP For	***	OS	_
baskervilles01	96	2	the	the	DT	(NP(NP the	***	OS	_
baskervilles01	96	3	very	very	RB	 very	***	OS	_
baskervilles01	96	4	simple	simple	JJ	 simple	***	OS	_
baskervilles01	96	5	reason	reason	NN	 reason)	***	OS	_
baskervilles01	96	6	that	that	IN	(SBAR that	***	OS	_
baskervilles01	96	7	I	I	PRP	(S(NP I)	***	OS	_
baskervilles01	96	8	see	see	VBP	(VP see	***	OS	_
baskervilles01	96	9	the	the	DT	(NP the	***	OS	_
baskervilles01	96	10	dog	dog	NN	 dog)	***	OS	_
baskervilles01	96	11	himself	himself	PRP	(NP himself)	***	OS	_
